用户id,最后一周登录天数,最后一周登录次数,最后一周0.8点登录次数,最后一周8.18点登录次数,最后一周18.24点登录次数,注册至今距离天数,是否付费
1000122736,3,15,9,4,2,30,0
1000122737,3,18,9,8,1,5,0
1000122738,5,10,6,1,3,22,0
1000122739,4,23,9,8,6,22,0
1000122740,6,8,6,1,1,30,0
1000122741,3,13,8,1,4,4,0
1000122742,6,9,5,1,3,11,0
1000122743,4,17,6,7,4,20,0
1000122744,1,16,7,2,7,25,0
1000122745,4,19,8,6,5,2,0
1000122746,6,16,9,6,1,16,0
1000122747,4,15,4,7,4,23,0
1000122748,4,12,5,5,2,1,0
1000122749,4,16,3,8,5,1,0
1000122750,6,19,7,4,8,13,0
1000122751,5,14,3,8,3,10,0
1000122752,3,22,5,9,8,8,0
1000122753,6,10,8,1,1,13,0
1000122754,6,12,1,2,9,6,0
1000122755,4,12,3,8,1,5,0
1000122756,1,12,4,3,5,17,0
1000122757,2,11,3,5,3,23,0
1000122758,6,13,6,5,2,22,0
1000122759,4,11,4,1,6,21,0
1000122760,6,18,8,9,1,23,0
1000122761,4,22,7,9,6,21,0
1000122762,1,24,8,7,9,12,0
1000122763,1,9,4,3,2,28,0
1000122764,1,16,7,6,3,8,0
1000122765,5,17,9,4,4,27,0
1000122766,1,19,7,6,6,5,0
1000122767,1,11,3,6,2,23,0
1000122768,4,19,7,8,4,20,0
1000122769,1,14,1,8,5,4,0
1000122770,3,6,4,1,1,22,0
1000122771,2,11,4,3,4,26,0
1000122772,4,14,6,6,2,13,0
1000122773,1,12,1,3,8,5,0
1000122774,3,15,5,2,8,2,0
1000122775,4,18,8,4,6,25,0
1000122776,6,13,4,4,5,13,0
1000122777,2,18,2,8,8,16,0
1000122778,1,16,5,9,2,10,0
1000122779,2,11,6,2,3,5,0
1000122780,2,6,1,4,1,11,0
1000122781,4,5,2,1,2,18,0
1000122782,5,17,3,8,6,6,0
1000122783,6,16,5,5,6,30,0
1000122784,1,10,6,1,3,3,0
1000122785,6,18,4,7,7,28,0
1000122786,4,14,8,1,5,21,0
1000122787,4,14,4,2,8,9,0
1000122788,3,11,2,3,6,25,0
1000122789,4,18,1,9,8,1,0
1000122790,4,16,6,1,9,23,0
1000122791,4,16,7,3,6,16,0
1000122792,4,13,1,4,8,2,0
1000122793,2,16,7,4,5,30,0
1000122794,3,20,7,8,5,1,0
1000122795,6,4,1,1,2,14,0
1000122796,3,13,8,1,4,8,0
1000122797,1,6,2,1,3,17,0
1000122798,6,15,1,9,5,1,0
1000122799,3,13,3,9,1,5,0
1000122800,6,17,7,1,9,15,0
1000122801,2,15,5,4,6,15,0
1000122802,1,9,1,1,7,12,0
1000122803,5,18,5,9,4,30,0
1000122804,5,14,5,5,4,7,0
1000122805,2,13,6,4,3,6,0
1000122806,5,17,6,3,8,17,0
1000122807,3,23,9,5,9,12,0
1000122808,6,17,1,8,8,8,0
1000122809,3,18,7,6,5,11,0
1000122810,6,17,1,8,8,17,0
1000122811,4,13,1,7,5,27,0
1000122812,6,14,5,7,2,2,0
1000122813,4,15,8,4,3,13,0
1000122814,2,7,3,1,3,8,0
1000122815,2,14,7,2,5,14,0
1000122816,2,16,9,5,2,12,0
1000122817,5,21,4,9,8,15,0
1000122818,4,15,1,9,5,19,0
1000122819,1,14,4,7,3,2,0
1000122820,5,6,2,3,1,7,0
1000122821,5,17,6,2,9,10,0
1000122822,5,19,4,7,8,23,0
1000122823,3,23,6,8,9,27,0
1000122824,6,12,5,4,3,14,0
1000122825,6,20,6,9,5,11,0
1000122826,1,12,3,5,4,23,0
1000122827,6,20,2,9,9,14,0
1000122828,5,13,2,7,4,20,0
1000122829,6,8,2,5,1,9,0
1000122830,6,21,7,9,5,24,0
1000122831,3,8,2,4,2,24,0
1000122832,2,17,9,3,5,30,0
1000122833,6,26,9,9,8,23,0
1000122834,1,19,6,6,7,15,0
1000122835,6,11,2,4,5,17,0
1000122836,6,13,4,3,6,1,0
1000122837,6,11,5,5,1,25,0
1000122838,5,20,6,7,7,4,0
1000122839,3,12,9,2,1,7,0
1000122840,4,15,5,3,7,12,0
1000122841,2,15,4,5,6,11,0
1000122842,6,19,4,6,9,12,0
1000122843,3,10,3,2,5,13,0
1000122844,3,14,6,2,6,19,0
1000122845,5,19,8,2,9,5,0
1000122846,1,19,6,4,9,19,0
1000122847,4,20,9,7,4,6,0
1000122848,1,21,8,9,4,7,0
1000122849,1,10,5,1,4,8,0
1000122850,5,18,9,6,3,3,0
1000122851,5,24,8,9,7,15,0
1000122852,2,11,7,2,2,2,0
1000122853,5,10,2,4,4,22,0
1000122854,1,12,6,5,1,26,0
1000122855,1,9,2,1,6,7,0
1000122856,6,15,4,2,9,5,0
1000122857,6,19,9,8,2,23,0
1000122858,4,7,2,2,3,23,0
1000122859,4,12,3,5,4,7,0
1000122860,6,18,7,3,8,2,0
1000122861,1,11,7,3,1,4,0
1000122862,6,16,6,8,2,24,0
1000122863,2,12,3,5,4,26,0
1000122864,6,19,8,6,5,21,0
1000122865,1,17,6,2,9,24,0
1000122866,2,14,8,4,2,5,0
1000122867,3,13,4,5,4,12,0
1000122868,1,18,8,5,5,4,0
1000122869,1,21,5,9,7,1,0
1000122870,4,10,3,2,5,8,0
1000122871,4,25,8,9,8,3,0
1000122872,3,7,3,2,2,21,0
1000122873,2,19,3,7,9,19,0
1000122874,1,18,4,8,6,25,0
1000122875,2,15,8,2,5,16,0
1000122876,1,21,9,7,5,3,0
1000122877,5,25,9,8,8,9,0
1000122878,4,12,3,2,7,17,0
1000122879,5,10,1,2,7,23,0
1000122880,6,14,3,7,4,30,0
1000122881,2,12,5,4,3,1,0
1000122882,5,19,5,5,9,4,0
1000122883,3,19,6,4,9,1,0
1000122884,3,18,3,9,6,18,0
1000122885,5,14,1,7,6,22,0
1000122886,3,13,5,1,7,7,0
1000122887,6,17,5,8,4,26,0
1000122888,4,21,9,9,3,8,0
1000122889,4,13,4,8,1,13,0
1000122890,4,12,6,2,4,17,0
1000122891,2,9,1,4,4,4,0
1000122892,5,16,9,2,5,23,0
1000122893,4,16,5,9,2,20,0
1000122894,5,17,2,7,8,9,0
1000122895,2,16,9,6,1,20,0
1000122896,4,8,4,2,2,28,0
1000122897,5,7,3,2,2,25,0
1000122898,6,3,1,1,1,1,0
1000122899,2,15,7,7,1,1,0
1000122900,5,20,9,2,9,25,0
1000122901,3,16,5,5,6,10,0
1000122902,6,19,5,8,6,28,0
1000122903,4,7,2,4,1,9,0
1000122904,5,13,2,6,5,27,0
1000122905,4,13,5,7,1,20,0
1000122906,5,19,7,9,3,7,0
1000122907,6,19,8,3,8,4,0
1000122908,6,11,1,1,9,26,0
1000122909,5,12,8,2,2,2,0
1000122910,2,19,9,4,6,26,0
1000122911,1,11,2,8,1,13,0
1000122912,2,17,4,6,7,20,0
1000122913,5,15,1,7,7,25,0
1000122914,1,14,3,2,9,21,0
1000122915,3,21,5,9,7,19,0
1000122916,2,14,3,3,8,30,0
1000122917,2,16,8,1,7,14,0
1000122918,6,10,2,1,7,14,0
1000122919,4,19,9,4,6,17,0
1000122920,4,12,5,4,3,4,0
1000122921,1,16,9,1,6,19,0
1000122922,3,16,6,9,1,10,0
1000122923,1,22,4,9,9,15,0
1000122924,2,12,5,4,3,15,0
1000122925,3,12,3,6,3,20,0
1000122926,1,16,6,6,4,12,0
1000122927,1,7,4,1,2,28,0
1000122928,6,11,3,3,5,15,0
1000122929,6,18,9,1,8,21,0
1000122930,2,17,8,1,8,29,0
1000122931,4,20,7,6,7,15,0
1000122932,3,15,1,5,9,28,0
1000122933,5,14,4,4,6,19,0
1000122934,3,18,9,8,1,22,0
1000122935,6,17,4,4,9,2,0
1000122936,5,21,9,3,9,14,0
1000122937,3,19,3,8,8,30,0
1000122938,5,10,6,2,2,6,0
1000122939,4,14,5,3,6,7,0
1000122940,4,10,2,5,3,11,0
1000122941,3,16,4,8,4,30,0
1000122942,1,17,9,6,2,14,0
1000122943,4,15,1,9,5,4,0
1000122944,5,19,1,9,9,22,0
1000122945,5,14,5,2,7,12,0
1000122946,6,16,6,1,9,14,0
1000122947,1,13,1,6,6,10,0
1000122948,3,7,1,2,4,17,0
1000122949,5,14,7,1,6,26,0
1000122950,4,14,3,6,5,12,0
1000122951,6,14,4,4,6,16,0
1000122952,5,14,4,5,5,1,0
1000122953,6,20,5,6,9,20,0
1000122954,3,16,9,5,2,20,0
1000122955,5,9,5,3,1,26,0
1000122956,4,18,9,6,3,28,0
1000122957,4,18,9,8,1,9,0
1000122958,5,18,7,6,5,12,0
1000122959,6,10,1,6,3,16,0
1000122960,3,10,3,2,5,7,0
1000122961,3,23,9,8,6,23,0
1000122962,5,19,5,5,9,20,0
1000122963,4,21,3,9,9,23,0
1000122964,5,18,3,9,6,23,0
1000122965,3,15,5,1,9,11,0
1000122966,6,14,2,4,8,2,0
1000122967,6,14,3,2,9,9,0
1000122968,2,17,8,1,8,8,0
1000122969,1,7,1,3,3,1,0
1000122970,1,17,9,1,7,28,0
1000122971,6,13,3,6,4,30,0
1000122972,5,18,6,8,4,18,0
1000122973,4,19,8,5,6,20,0
1000122974,5,19,5,8,6,20,0
1000122975,4,14,4,2,8,6,0
1000122976,3,20,6,9,5,14,0
1000122977,3,13,8,2,3,22,0
1000122978,1,21,9,3,9,24,0
1000122979,4,10,3,6,1,15,0
1000122980,1,19,8,4,7,2,0
1000122981,4,11,8,2,1,6,0
1000122982,6,21,8,4,9,7,0
1000122983,4,14,8,4,2,27,0
1000122984,1,16,7,5,4,21,0
1000122985,4,9,3,3,3,16,0
1000122986,4,19,2,8,9,24,0
1000122987,6,14,5,6,3,27,0
1000122988,3,16,4,5,7,29,0
1000122989,3,13,3,8,2,23,0
1000122990,1,18,8,5,5,11,0
1000122991,6,11,1,1,9,21,0
1000122992,1,25,8,9,8,15,0
1000122993,1,15,9,4,2,24,0
1000122994,1,18,5,4,9,24,0
1000122995,2,16,2,8,6,24,0
1000122996,1,19,9,3,7,6,0
1000122997,5,25,9,7,9,21,0
1000122998,2,7,3,1,3,28,0
1000122999,4,19,9,7,3,25,0
1000123000,2,17,6,6,5,1,0
1000123001,3,16,4,4,8,16,0
1000123002,5,10,1,1,8,16,0
1000123003,1,15,7,7,1,14,0
1000123004,6,12,4,2,6,15,0
1000123005,4,5,1,1,3,26,0
1000123006,5,20,6,6,8,5,0
1000123007,1,20,6,9,5,17,0
1000123008,5,16,9,5,2,1,0
1000123009,5,11,2,6,3,16,0
1000123010,6,13,3,7,3,15,0
1000123011,5,16,7,5,4,26,0
1000123012,3,12,9,1,2,4,0
1000123013,3,19,3,7,9,16,0
1000123014,1,6,3,1,2,20,0
1000123015,6,13,2,8,3,17,0
1000123016,2,10,5,4,1,1,0
1000123017,4,18,6,4,8,25,0
1000123018,2,6,1,3,2,29,0
1000123019,5,14,1,7,6,22,0
1000123020,5,23,7,8,8,29,0
1000123021,5,22,7,7,8,15,0
1000123022,2,13,8,4,1,25,0
1000123023,5,21,8,5,8,15,0
1000123024,2,24,9,9,6,27,0
1000123025,4,11,2,3,6,6,0
1000123026,5,9,7,1,1,28,0
1000123027,3,17,6,4,7,19,0
1000123028,3,19,8,4,7,5,0
1000123029,6,20,8,6,6,28,0
1000123030,6,14,5,2,7,7,0
1000123031,2,8,4,3,1,8,0
1000123032,4,17,8,4,5,20,0
1000123033,1,11,2,5,4,10,0
1000123034,2,9,1,3,5,12,0
1000123035,5,11,2,1,8,8,0
1000123036,5,6,4,1,1,21,0
1000123037,6,12,2,2,8,1,0
1000123038,1,15,5,1,9,23,0
1000123039,3,13,2,2,9,20,0
1000123040,5,13,7,3,3,20,0
1000123041,6,6,4,1,1,30,0
1000123042,2,4,1,1,2,21,0
1000123043,1,14,8,2,4,23,0
1000123044,2,17,6,7,4,22,0
1000123045,4,9,2,2,5,23,0
1000123046,6,19,7,7,5,30,0
1000123047,2,22,7,7,8,10,0
1000123048,6,15,8,4,3,19,0
1000123049,2,15,3,5,7,12,0
1000123050,4,16,7,2,7,23,0
1000123051,2,13,5,6,2,18,0
1000123052,1,15,5,5,5,26,0
1000123053,3,15,7,5,3,6,0
1000123054,6,21,7,9,5,10,0
1000123055,1,8,3,4,1,2,0
1000123056,6,9,1,7,1,17,0
1000123057,6,21,4,9,8,3,0
1000123058,3,17,3,7,7,10,0
1000123059,1,20,7,4,9,29,0
1000123060,5,19,5,6,8,25,0
1000123061,5,17,9,5,3,15,0
1000123062,4,19,5,6,8,9,0
1000123063,1,20,7,4,9,30,0
1000123064,5,21,9,5,7,17,0
1000123065,5,14,5,4,5,22,0
1000123066,3,19,8,7,4,22,0
1000123067,6,17,9,3,5,3,0
1000123068,1,12,4,7,1,1,0
1000123069,1,7,3,3,1,18,0
1000123070,5,14,9,1,4,9,0
1000123071,5,8,3,4,1,1,0
1000123072,1,16,8,4,4,15,0
1000123073,5,8,3,3,2,3,0
1000123074,4,14,7,5,2,27,0
1000123075,1,12,2,1,9,26,0
1000123076,1,7,2,4,1,9,0
1000123077,1,22,9,8,5,7,0
1000123078,2,16,5,7,4,16,0
1000123079,1,21,4,8,9,28,0
1000123080,4,14,9,2,3,28,0
1000123081,2,16,3,5,8,2,0
1000123082,1,13,6,1,6,22,0
1000123083,5,14,3,4,7,23,0
1000123084,3,18,8,4,6,23,0
1000123085,1,9,3,1,5,5,0
1000123086,3,16,9,3,4,15,0
1000123087,2,13,7,3,3,13,0
1000123088,5,11,5,2,4,19,0
1000123089,1,24,8,7,9,24,0
1000123090,3,17,4,6,7,13,0
1000123091,6,19,7,5,7,21,0
1000123092,3,15,7,2,6,21,0
1000123093,4,14,5,6,3,26,0
1000123094,5,14,3,5,6,17,0
1000123095,5,25,9,9,7,5,0
1000123096,1,11,4,1,6,26,0
1000123097,2,15,6,5,4,11,0
1000123098,6,19,6,6,7,22,0
1000123099,4,13,1,7,5,19,0
1000123100,1,20,9,6,5,5,0
1000123101,4,7,1,2,4,28,0
1000123102,6,14,9,1,4,25,0
1000123103,4,17,9,5,3,5,0
1000123104,1,12,2,4,6,4,0
1000123105,2,22,7,9,6,22,0
1000123106,6,5,1,1,3,13,0
1000123107,1,18,3,7,8,8,0
1000123108,3,10,8,1,1,18,0
1000123109,1,22,7,8,7,24,0
1000123110,1,25,9,9,7,11,0
1000123111,1,16,8,5,3,28,0
1000123112,3,19,7,4,8,22,0
1000123113,5,20,8,8,4,10,0
1000123114,1,8,3,4,1,2,0
1000123115,3,10,2,7,1,14,0
1000123116,6,20,6,7,7,27,0
1000123117,3,15,5,5,5,9,0
1000123118,4,19,6,4,9,8,0
1000123119,5,21,3,9,9,3,0
1000123120,5,15,3,4,8,30,0
1000123121,2,5,1,2,2,13,0
1000123122,6,12,9,2,1,2,0
1000123123,6,11,3,7,1,10,0
1000123124,4,13,3,4,6,6,0
1000123125,4,14,6,7,1,16,0
1000123126,3,19,6,6,7,3,0
1000123127,1,14,5,2,7,11,0
1000123128,2,11,6,1,4,29,0
1000123129,4,13,5,5,3,13,0
1000123130,1,14,3,9,2,18,0
1000123131,6,21,8,7,6,25,0
1000123132,1,14,2,9,3,24,0
1000123133,4,17,6,4,7,2,0
1000123134,4,15,9,1,5,29,0
1000123135,1,17,3,8,6,29,0
1000123136,1,15,1,8,6,19,0
1000123137,2,15,6,8,1,23,0
1000123138,4,13,9,2,2,12,0
1000123139,3,22,6,9,7,25,0
1000123140,3,10,7,2,1,23,0
1000123141,5,20,4,8,8,3,0
1000123142,1,15,8,4,3,25,0
1000123143,4,15,7,7,1,19,0
1000123144,6,9,1,6,2,10,0
1000123145,3,7,3,3,1,24,0
1000123146,5,16,6,6,4,25,0
1000123147,1,22,6,7,9,17,0
1000123148,3,11,3,3,5,27,0
1000123149,1,6,3,1,2,26,0
1000123150,2,11,3,6,2,22,0
1000123151,5,12,5,1,6,9,0
1000123152,3,15,1,7,7,8,0
1000123153,1,10,2,5,3,28,0
1000123154,5,17,2,7,8,9,0
1000123155,5,20,8,8,4,3,0
1000123156,1,8,5,2,1,14,0
1000123157,6,22,9,8,5,9,0
1000123158,1,22,9,8,5,27,0
1000123159,5,16,4,8,4,28,0
1000123160,6,16,4,9,3,4,0
1000123161,5,18,8,3,7,21,0
1000123162,2,15,5,2,8,10,0
1000123163,5,16,3,5,8,11,0
1000123164,3,19,9,1,9,5,0
1000123165,4,16,5,6,5,21,0
1000123166,6,15,9,3,3,17,0
1000123167,5,15,5,5,5,20,0
1000123168,2,9,3,3,3,17,0
1000123169,6,14,6,3,5,24,0
1000123170,6,15,2,9,4,7,0
1000123171,5,10,1,4,5,17,0
1000123172,5,18,9,7,2,11,0
1000123173,3,13,1,6,6,29,0
1000123174,1,12,2,9,1,8,0
1000123175,3,19,4,7,8,19,0
1000123176,3,15,4,8,3,27,0
1000123177,4,15,3,8,4,30,0
1000123178,5,18,8,5,5,6,0
1000123179,6,19,5,6,8,28,0
1000123180,2,14,3,2,9,2,0
1000123181,5,13,1,6,6,24,0
1000123182,2,11,6,3,2,25,0
1000123183,6,20,6,7,7,14,0
1000123184,5,19,7,3,9,26,0
1000123185,1,11,2,2,7,26,0
1000123186,6,14,9,3,2,26,0
1000123187,5,10,4,4,2,8,0
1000123188,4,16,8,3,5,5,0
1000123189,4,14,4,9,1,11,0
1000123190,5,20,5,8,7,15,0
1000123191,4,13,1,9,3,18,0
1000123192,4,13,1,4,8,25,0
1000123193,4,10,4,3,3,11,0
1000123194,6,11,1,4,6,8,0
1000123195,6,14,5,7,2,2,0
1000123196,3,12,3,5,4,26,0
1000123197,3,12,2,4,6,6,0
1000123198,1,12,2,4,6,14,0
1000123199,4,17,6,6,5,25,0
1000123200,6,17,3,5,9,2,0
1000123201,2,13,7,2,4,23,0
1000123202,4,6,4,1,1,9,0
1000123203,4,10,3,2,5,4,0
1000123204,5,9,3,4,2,4,0
1000123205,6,20,9,9,2,5,0
1000123206,2,21,6,9,6,29,0
1000123207,5,12,8,1,3,8,0
1000123208,4,17,7,6,4,25,0
1000123209,1,14,7,4,3,16,0
1000123210,3,13,9,2,2,17,0
1000123211,2,10,2,2,6,24,0
1000123212,2,10,1,5,4,6,0
1000123213,1,15,9,4,2,15,0
1000123214,2,9,2,6,1,7,0
1000123215,3,17,1,7,9,19,0
1000123216,3,11,8,1,2,6,0
1000123217,4,14,4,1,9,30,0
1000123218,3,21,8,4,9,15,0
1000123219,3,24,9,7,8,16,0
1000123220,5,16,6,7,3,10,0
1000123221,4,10,4,5,1,22,0
1000123222,4,16,3,5,8,9,0
1000123223,4,13,7,4,2,1,0
1000123224,3,21,5,9,7,13,0
1000123225,1,18,9,7,2,24,0
1000123226,5,18,8,9,1,17,0
1000123227,3,13,5,7,1,23,0
1000123228,4,12,6,1,5,26,0
1000123229,1,16,3,6,7,28,0
1000123230,2,15,9,1,5,1,0
1000123231,6,20,8,5,7,6,0
1000123232,3,5,1,3,1,8,0
1000123233,4,21,7,7,7,4,0
1000123234,2,20,4,7,9,23,0
1000123235,6,21,8,5,8,7,0
1000123236,1,13,7,4,2,28,0
1000123237,6,22,8,5,9,24,0
1000123238,6,20,8,6,6,4,0
1000123239,3,23,7,7,9,7,0
1000123240,1,16,3,5,8,24,0
1000123241,6,19,5,6,8,22,0
1000123242,5,11,2,4,5,15,0
1000123243,1,14,2,5,7,15,0
1000123244,3,16,9,5,2,25,0
1000123245,6,15,9,4,2,26,0
1000123246,2,14,4,3,7,7,0
1000123247,3,22,8,9,5,28,0
1000123248,1,16,9,5,2,3,0
1000123249,1,21,9,4,8,27,0
1000123250,2,16,5,9,2,25,0
1000123251,3,22,6,8,8,1,0
1000123252,3,10,4,3,3,21,0
1000123253,2,21,7,5,9,24,0
1000123254,4,18,9,7,2,16,0
1000123255,3,11,3,5,3,30,0
1000123256,6,14,2,9,3,17,0
1000123257,2,17,5,4,8,14,0
1000123258,6,15,5,9,1,23,0
1000123259,2,17,6,5,6,27,0
1000123260,4,17,9,7,1,21,0
1000123261,6,8,2,2,4,4,0
1000123262,6,14,5,4,5,23,0
1000123263,1,13,1,7,5,9,0
1000123264,4,16,8,6,2,30,0
1000123265,2,19,3,9,7,12,0
1000123266,4,11,5,5,1,13,0
1000123267,6,14,4,7,3,15,0
1000123268,3,21,9,6,6,25,0
1000123269,5,8,1,5,2,26,0
1000123270,6,21,5,9,7,12,0
1000123271,3,18,9,4,5,18,0
1000123272,1,12,1,4,7,9,0
1000123273,3,12,4,1,7,16,0
1000123274,3,16,4,6,6,12,0
1000123275,3,16,7,2,7,18,0
1000123276,6,15,9,3,3,11,0
1000123277,5,7,1,1,5,24,0
1000123278,2,12,7,3,2,5,0
1000123279,4,17,6,3,8,2,0
1000123280,4,17,8,2,7,27,0
1000123281,1,11,3,6,2,26,0
1000123282,6,19,9,4,6,5,0
1000123283,4,12,1,4,7,1,0
1000123284,1,12,9,1,2,15,0
1000123285,1,18,7,9,2,16,0
1000123286,5,14,4,2,8,22,0
1000123287,2,12,4,2,6,8,0
1000123288,1,10,6,3,1,21,0
1000123289,5,14,6,3,5,3,0
1000123290,4,14,4,8,2,28,0
1000123291,2,21,6,7,8,15,0
1000123292,6,24,8,8,8,5,0
1000123293,5,4,1,1,2,21,0
1000123294,2,11,1,7,3,13,0
1000123295,3,19,8,5,6,5,0
1000123296,2,15,7,4,4,20,0
1000123297,3,16,4,8,4,15,0
1000123298,3,17,6,8,3,13,0
1000123299,2,17,8,7,2,24,0
1000123300,5,20,8,3,9,30,0
1000123301,5,12,8,2,2,10,0
1000123302,2,16,7,2,7,21,0
1000123303,4,4,1,1,2,13,0
1000123304,5,15,5,4,6,3,0
1000123305,3,13,6,1,6,14,0
1000123306,4,12,9,2,1,18,0
1000123307,4,23,9,9,5,11,0
1000123308,3,16,7,1,8,11,0
1000123309,4,19,7,5,7,22,0
1000123310,6,18,4,7,7,20,0
1000123311,5,12,3,1,8,3,0
1000123312,4,21,9,5,7,26,0
1000123313,3,20,6,6,8,10,0
1000123314,1,22,5,9,8,2,0
1000123315,5,20,7,9,4,2,0
1000123316,5,13,3,3,7,30,0
1000123317,5,10,1,4,5,1,0
1000123318,2,12,7,4,1,6,0
1000123319,3,7,1,2,4,4,0
1000123320,3,17,4,8,5,7,0
1000123321,5,16,5,6,5,23,0
1000123322,4,18,8,4,6,16,0
1000123323,2,22,4,9,9,8,0
1000123324,3,17,1,9,7,23,0
1000123325,1,10,3,1,6,21,0
1000123326,5,22,9,9,4,1,0
1000123327,5,13,3,2,8,17,0
1000123328,6,15,1,9,5,5,0
1000123329,5,19,9,3,7,1,0
1000123330,4,15,5,4,6,10,0
1000123331,4,14,1,9,4,2,0
1000123332,6,10,1,5,4,16,0
1000123333,1,8,5,2,1,15,0
1000123334,3,19,7,7,5,30,0
1000123335,4,9,6,1,2,24,0
1000123336,1,14,4,2,8,3,0
1000123337,2,17,1,8,8,5,0
1000123338,4,15,8,6,1,20,0
1000123339,6,14,9,1,4,15,0
1000123340,4,16,5,6,5,14,0
1000123341,2,11,4,1,6,12,0
1000123342,5,18,5,5,8,6,0
1000123343,2,8,3,3,2,27,0
1000123344,6,22,7,9,6,8,0
1000123345,6,15,4,7,4,20,0
1000123346,4,17,1,8,8,1,0
1000123347,3,13,8,2,3,29,0
1000123348,4,14,3,6,5,11,0
1000123349,4,7,3,1,3,7,0
1000123350,3,12,6,2,4,27,0
1000123351,3,15,4,3,8,25,0
1000123352,3,14,1,4,9,10,0
1000123353,5,13,1,3,9,2,0
1000123354,5,18,5,6,7,30,0
1000123355,3,11,2,8,1,6,0
1000123356,2,9,6,1,2,7,0
1000123357,6,18,8,1,9,26,0
1000123358,6,17,7,3,7,5,0
1000123359,3,18,9,5,4,28,0
1000123360,5,12,2,7,3,21,0
1000123361,5,16,4,9,3,30,0
1000123362,5,22,8,6,8,15,0
1000123363,3,18,7,3,8,1,0
1000123364,1,11,1,1,9,15,0
1000123365,4,9,1,4,4,8,0
1000123366,1,12,4,6,2,25,0
1000123367,5,10,3,1,6,13,0
1000123368,4,16,3,8,5,8,0
1000123369,6,17,1,9,7,21,0
1000123370,5,16,3,5,8,25,0
1000123371,2,18,9,1,8,19,0
1000123372,6,8,2,3,3,15,0
1000123373,4,14,7,5,2,27,0
1000123374,4,11,2,2,7,22,0
1000123375,3,26,9,9,8,9,0
1000123376,4,18,8,5,5,28,0
1000123377,4,18,6,9,3,7,0
1000123378,2,6,2,2,2,21,0
1000123379,1,14,5,8,1,4,0
1000123380,5,15,3,3,9,23,0
1000123381,3,15,2,5,8,18,0
1000123382,1,22,7,9,6,5,0
1000123383,5,12,3,4,5,7,0
1000123384,5,17,8,4,5,3,0
1000123385,2,21,9,5,7,18,0
1000123386,3,18,8,4,6,28,0
1000123387,3,20,7,8,5,28,0
1000123388,4,15,8,4,3,10,0
1000123389,6,21,7,9,5,24,0
1000123390,4,17,4,6,7,9,0
1000123391,4,17,4,6,7,6,0
1000123392,2,17,2,8,7,17,0
1000123393,2,12,5,5,2,15,0
1000123394,5,18,2,8,8,28,0
1000123395,3,14,6,4,4,7,0
1000123396,3,12,3,8,1,11,0
1000123397,5,16,1,9,6,22,0
1000123398,5,5,1,1,3,3,0
1000123399,5,19,8,3,8,4,0
1000123400,5,17,4,9,4,28,0
1000123401,1,16,9,4,3,24,0
1000123402,1,18,9,1,8,11,0
1000123403,3,14,1,4,9,23,0
1000123404,4,15,4,4,7,8,0
1000123405,3,13,1,7,5,24,0
1000123406,1,12,7,1,4,13,0
1000123407,5,11,6,3,2,26,0
1000123408,3,15,1,8,6,8,0
1000123409,2,10,3,3,4,19,0
1000123410,6,9,3,1,5,29,0
1000123411,4,20,8,6,6,17,0
1000123412,5,9,5,3,1,18,0
1000123413,4,15,1,8,6,23,0
1000123414,2,22,8,5,9,12,0
1000123415,6,20,9,5,6,17,0
1000123416,2,10,4,5,1,21,0
1000123417,6,13,1,6,6,17,0
1000123418,2,14,7,4,3,2,0
1000123419,5,11,3,6,2,25,0
1000123420,1,15,2,4,9,20,0
1000123421,2,18,3,8,7,12,0
1000123422,4,17,9,7,1,7,0
1000123423,4,23,9,6,8,22,0
1000123424,6,25,9,9,7,14,0
1000123425,4,16,5,5,6,2,0
1000123426,6,22,7,8,7,1,0
1000123427,4,7,1,4,2,30,0
1000123428,4,19,5,5,9,5,0
1000123429,2,19,3,7,9,13,0
1000123430,5,13,6,4,3,2,0
1000123431,4,10,2,1,7,4,0
1000123432,3,21,8,5,8,17,0
1000123433,4,18,8,1,9,11,0
1000123434,5,15,2,9,4,13,0
1000123435,6,11,1,8,2,30,0
1000123436,4,8,4,3,1,27,0
1000123437,6,14,3,9,2,10,0
1000123438,3,16,5,4,7,9,0
1000123439,4,8,4,1,3,6,0
1000123440,5,22,9,9,4,26,0
1000123441,4,17,3,9,5,19,0
1000123442,6,7,4,1,2,24,0
1000123443,5,14,6,7,1,19,0
1000123444,3,21,8,7,6,25,0
1000123445,6,6,1,3,2,2,0
1000123446,1,17,7,6,4,8,0
1000123447,6,18,6,9,3,20,0
1000123448,4,20,9,2,9,6,0
1000123449,2,12,4,1,7,23,0
1000123450,4,15,4,5,6,20,0
1000123451,3,23,6,8,9,29,0
1000123452,4,20,6,7,7,29,0
1000123453,4,12,2,6,4,26,0
1000123454,4,23,7,7,9,20,0
1000123455,3,12,1,3,8,7,0
1000123456,2,11,3,5,3,21,0
1000123457,6,16,5,7,4,10,0
1000123458,5,11,1,2,8,27,0
1000123459,5,9,1,5,3,9,0
1000123460,2,12,5,5,2,20,0
1000123461,4,15,6,1,8,19,0
1000123462,6,19,7,8,4,27,0
1000123463,6,22,9,8,5,8,0
1000123464,4,14,5,5,4,1,0
1000123465,5,12,6,1,5,16,0
1000123466,3,18,6,6,6,8,0
1000123467,6,20,7,7,6,7,0
